"Date of Download: 2023-12-19_01:44:56"
"Search Parameters: Data Level:all  Trait List:  Trial List:11551  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava mosaic disease severity|at harvesting|COMP:0000294","branching level counting|CO_334:0000079","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","marketable root number counting|CO_334:0000169","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root evaluation scaled 1-5|CO_334:0000228","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","starch content percentage|CO_334:0000071","storage root shape visual rating 1-6|CO_334:0000020","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691426","VH22-0084","","plot","6691775","202307DMF1C_tani_rep1_VH22-0084_100","1","1","100","1","4","test","","1","1","1","105","6.046875","1.935","1","9","4","3","200","1","5","0","1","19.35246575","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691427","VH22-0086","","plot","6691667","202307DMF1C_tani_rep1_VH22-0086_226","1","1","226","25","10","test","","","","1","","0","","2","","4","","","","","","1","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691428","VH22-0088","","plot","6692000","202307DMF1C_tani_rep1_VH22-0088_231","1","1","231","20","10","test","","1","0","1","0","30.625","9.8","3","47","4","1","240","4","1","1","1","17.86277259","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691429","VH22-0089","","plot","6691821","202307DMF1C_tani_rep1_VH22-0089_74","1","1","74","24","3","test","","1","3","1","145","22.5","7.2","2","27","4","2","275","3","3","0","1","19.5","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691430","VH22-0091","","plot","6692048","202307DMF1C_tani_rep1_VH22-0091_176","1","1","176","25","8","test","","1","0","1","225","23.28125","7.45","2","18","4","1","225","1","1","0","1","19.8","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691431","VH22-0092","","plot","6691664","202307DMF1C_tani_rep1_VH22-0092_107","1","1","107","7","5","test","","1","0","1","150","8.234375","2.635","2","20","4","1","150","4","5","0","1","11.75041667","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691432","VH22-0095","","plot","6691726","202307DMF1C_tani_rep1_VH22-0095_190","1","1","190","11","8","test","","","","","","0","","","","4","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691433","VH22-0096","","plot","6691699","202307DMF1C_tani_rep1_VH22-0096_105","1","1","105","5","5","test","","1","0","1","90","0","","1","","4","1","90","2","","0","0.25","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691434","VH22-0097","","plot","6691624","202307DMF1C_tani_rep1_VH22-0097_256","1","1","256","6","11","test","","1","1","1","110","7.796875","2.495","2","20","4","2","160","4","3","2","1","17.24301493","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691435","VH22-0098","","plot","6691602","202307DMF1C_tani_rep1_VH22-0098_1","1","1","1","1","1","test","","2","0","1","275","54.375","17.4","3","66","4","1","275","4","2","0","1","22.39465423","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691436","VH22-0113","","plot","6692190","202307DMF1C_tani_rep1_VH22-0113_113","1","1","113","13","5","test","","1","1","1","80","10.984375","3.515","2","12","4","2","150","1","3","0","1","15.23298137","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691437","VH22-0114","","plot","6691961","202307DMF1C_tani_rep1_VH22-0114_114","1","1","114","14","5","test","","1","0","1","250","22.078125","7.065","3","23","4","1","250","1","4","0","1","14.62720399","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691438","VH22-0118","","plot","6691962","202307DMF1C_tani_rep1_VH22-0118_213","1","1","213","13","9","test","","1","1","1","98","24.03125","7.69","3","30","4","2","155","4","1","0","1","19","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691439","VH22-0119","","plot","6692099","202307DMF1C_tani_rep1_VH22-0119_282","1","1","282","19","12","test","","1","0","1","0","41.5625","13.3","3","56","4","1","275","4","1","0","1","22.94667351","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691440","VH22-0120","","plot","6691877","202307DMF1C_tani_rep1_VH22-0120_96","1","1","96","5","4","test","","1","0","1","280","49.0625","15.7","3","40","4","1","280","4","1","0","1","10.90353293","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691441","VH22-0122","","plot","6691870","202307DMF1C_tani_rep1_VH22-0122_195","1","1","195","6","8","test","","1","0","1","200","5.859375","1.875","1","14","4","1","200","2","3","0","1","18.39953271","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691442","VH22-0129","","plot","6691848","202307DMF1C_tani_rep1_VH22-0129_13","1","1","13","13","1","test","","2","3","1","160","13.65625","4.37","4","19","4","3","300","4","5","4","1","15.15670213","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691443","VH22-0135","","plot","6691623","202307DMF1C_tani_rep1_VH22-0135_168","1","1","168","18","7","test","","1","2","1","110","15.484375","4.955","2","34","4","3","175","4","2","0","1","15.22117241","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691444","VH22-0136","","plot","6692056","202307DMF1C_tani_rep1_VH22-0136_209","1","1","209","9","9","test","","1","0","1","225","37.96875","12.15","3","36","4","1","225","4","1","1","1","24","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691445","VH22-0148","","plot","6691735","202307DMF1C_tani_rep1_VH22-0148_5","1","1","5","5","1","test","","1","","1","","5.890625","1.885","3","11","4","","","4","4","2","1","8.87875","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691446","VH22-0154","","plot","6692003","202307DMF1C_tani_rep1_VH22-0154_217","1","1","217","17","9","test","","1","0","1","300","13.046875","4.175","5","21","4","1","300","3","4","0","1","13.96272431","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691447","VH22-0155","","plot","6692079","202307DMF1C_tani_rep1_VH22-0155_131","1","1","131","20","6","test","","1","0","1","230","27.03125","8.65","3","20","4","1","230","4","3","2","1","12.71976959","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691448","VH22-0156","","plot","6691936","202307DMF1C_tani_rep1_VH22-0156_245","1","1","245","6","10","test","","1","2","1","100","10.3125","3.3","3","20","4","3","215","4","5","2","1","15.44570552","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691449","VH22-0157","","plot","6692147","202307DMF1C_tani_rep1_VH22-0157_32","1","1","32","19","2","test","","1","0","1","300","33.015625","10.565","3","36","4","1","300","4","5","2","1","24.5","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691450","VH22-0159","","plot","6691835","202307DMF1C_tani_rep1_VH22-0159_141","1","1","141","10","6","test","","1","0","1","185","28.859375","9.235","3","41","4","1","185","4","4","0","1","26","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691451","VH22-0160","","plot","6692045","202307DMF1C_tani_rep1_VH22-0160_15","1","1","15","15","1","test","","1","0","1","220","30.21875","9.67","3","36","4","1","220","4","2","0","1","20.5","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691452","VH22-0166","","plot","6691673","202307DMF1C_tani_rep1_VH22-0166_259","1","1","259","9","11","test","","1","0","1","200","20.953125","6.705","2","46","4","1","200","4","1","1","1","23.27649165","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691453","VH22-0168","","plot","6691722","202307DMF1C_tani_rep1_VH22-0168_178","1","1","178","23","8","test","","1","0","1","230","21.421875","6.855","2","24","4","1","230","4","4","2","1","19.46021739","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691454","VH22-0173","","plot","6692162","202307DMF1C_tani_rep1_VH22-0173_145","1","1","145","6","6","test","","1","0","1","150","16.234375","5.195","2","36","4","1","150","3","2","0","1","25.26030303","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691455","VH22-0174","","plot","6691717","202307DMF1C_tani_rep1_VH22-0174_127","1","1","127","24","6","test","","","","1","","0","","1","","4","","","","","","0.75","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691456","VH22-0176","","plot","6691646","202307DMF1C_tani_rep1_VH22-0176_295","1","1","295","6","12","test","","1","0","1","165","6.25","2","3","18","4","1","165","4","1","3","1","22.10262799","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691457","VH22-0182","","plot","6691930","202307DMF1C_tani_rep1_VH22-0182_31","1","1","31","20","2","test","","1","0","1","175","6.25","2","2","11","4","1","175","3","5","0","0.75","27.90510917","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691458","VH22-0187","","plot","6691795","202307DMF1C_tani_rep1_VH22-0187_8","1","1","8","8","1","test","","1","0","1","310","41.5625","13.3","2","43","4","1","310","4","2","0","1","20.5","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691459","VH22-0189","","plot","6691996","202307DMF1C_tani_rep1_VH22-0189_248","1","1","248","3","10","test","","1","2","1","95","2.5","0.8","3","5","4","3","175","4","3","4","1","22.25715328","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691460","VH22-0190","","plot","6691719","202307DMF1C_tani_rep1_VH22-0190_235","1","1","235","16","10","test","","1","4","1","100","15.9375","5.1","1","15","4","4","200","1","3","0","1","18.21511405","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691461","VH22-0192","","plot","6691731","202307DMF1C_tani_rep1_VH22-0192_166","1","1","166","16","7","test","","1","0","1","130","18.609375","5.955","3","27","4","1","180","4","2","0","1","20.28760894","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691462","VH22-0194","","plot","6691867","202307DMF1C_tani_rep1_VH22-0194_218","1","1","218","18","9","test","","1","0","1","400","46.609375","14.915","3","50","4","1","400","4","2","0","1","16","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691463","VH22-0197","","plot","6691739","202307DMF1C_tani_rep1_VH22-0197_83","1","1","83","18","4","test","","1","0","1","225","41.65625","13.33","3","49","4","1","225","4","4","0","1","25","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691464","VH22-0199","","plot","6692128","202307DMF1C_tani_rep1_VH22-0199_193","1","1","193","8","8","test","","2","0","1","250","32.65625","10.45","3","63","4","1","250","4","3","0","1","26","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691465","VH22-0200","","plot","6691847","202307DMF1C_tani_rep1_VH22-0200_210","1","1","210","10","9","test","","1","0","1","125","11.96875","3.83","2","24","4","1","125","3","4","0","1","23.19485294","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691466","VH22-0202","","plot","6692173","202307DMF1C_tani_rep1_VH22-0202_129","1","1","129","22","6","test","","1","0","1","250","22.53125","7.21","3","36","4","1","250","4","2","2","1","21","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691467","VH22-0207","","plot","6691915","202307DMF1C_tani_rep1_VH22-0207_279","1","1","279","22","12","test","","1","0","1","305","26.5625","8.5","2","41","4","1","305","3","3","0","1","25.678","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691468","VH22-0213","","plot","6691934","202307DMF1C_tani_rep1_VH22-0213_3","1","1","3","3","1","test","","1","0","1","205","19.53125","6.25","3","32","4","1","205","4","2","0","1","26.47503401","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691469","VH22-0214","","plot","6692085","202307DMF1C_tani_rep1_VH22-0214_117","1","1","117","17","5","test","","1","1","1","105","16.703125","5.345","3","28","4","2","160","4","2","2","1","18.58128713","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691470","VH22-0220","","plot","6692060","202307DMF1C_tani_rep1_VH22-0220_28","1","1","28","23","2","test","","1","0","1","275","27.40625","8.77","3","56","4","1","275","4","5","0","1","24","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691471","VH22-0233","","plot","6692071","202307DMF1C_tani_rep1_VH22-0233_73","1","1","73","23","3","test","","1","0","1","315","27.0625","8.66","3","34","4","1","315","3","3","0","0.75","27","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691472","VH22-0236","","plot","6691651","202307DMF1C_tani_rep1_VH22-0236_160","1","1","160","10","7","test","","1","0","1","185","39.328125","12.585","3","46","4","1","185","4","2","0","1","24.5","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691473","VH22-0237","","plot","6692122","202307DMF1C_tani_rep1_VH22-0237_76","1","1","76","25","4","test","","1","0","1","175","49.71875","15.91","2","56","4","1","175","4","1","0","1","27.3","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691474","VH22-0238","","plot","6691856","202307DMF1C_tani_rep1_VH22-0238_60","1","1","60","10","3","test","","1","0","1","220","11.1875","3.58","2","20","4","1","220","4","5","0","1","15.81963597","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691475","VH22-0239","","plot","6692111","202307DMF1C_tani_rep1_VH22-0239_170","1","1","170","20","7","test","","1","1","1","130","28.03125","8.97","3","30","4","1","160","4","1","0","1","22.5","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691476","VH22-0241","","plot","6691844","202307DMF1C_tani_rep1_VH22-0241_156","1","1","156","6","7","test","","1","0","1","200","22.0625","7.06","2","27","4","1","200","3","2","0","1","27.39168649","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691477","VH22-0242","","plot","6692083","202307DMF1C_tani_rep1_VH22-0242_294","1","1","294","7","12","test","","1","0","1","270","19.6875","6.3","2","40","4","1","270","4","4","0","1","24.87335025","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691478","VH22-0243","","plot","6691869","202307DMF1C_tani_rep1_VH22-0243_287","1","1","287","14","12","test","","1","0","1","220","34.375","11","2","50","4","1","220","4","3","0","1","21.5","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691479","VH22-0244","","plot","6691977","202307DMF1C_tani_rep1_VH22-0244_68","1","1","68","18","3","test","","1","0","1","295","30.8125","9.86","3","38","4","1","295","4","2","0","1","23.78087584","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691480","VH22-0249","","plot","6692169","202307DMF1C_tani_rep1_VH22-0249_106","1","1","106","6","5","test","","1","0","1","245","15.625","5","2","40","4","1","245","3","2","0","1","17.45919786","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691481","VH22-0251","","plot","6692163","202307DMF1C_tani_rep1_VH22-0251_65","1","1","65","15","3","test","","1","1","1","130","16.25","5.2","3","25","4","1","200","4","5","0","1","19.9368714","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691482","VH22-0254","","plot","6692140","202307DMF1C_tani_rep1_VH22-0254_179","1","1","179","22","8","test","","1","0","1","225","13.484375","4.315","3","16","4","1","225","4","3","2","1","18.39454389","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691483","VH22-0257","","plot","6691993","202307DMF1C_tani_rep1_VH22-0257_162","1","1","162","12","7","test","","1","0","1","280","54.1875","17.34","3","47","4","1","280","4","1","0","1","25","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691484","VH22-0258","","plot","6691831","202307DMF1C_tani_rep1_VH22-0258_62","1","1","62","12","3","test","","1","0","1","210","11.921875","3.815","2","13","4","1","210","2","3","2","0.5","18.03414545","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691485","VH22-0262","","plot","6691770","202307DMF1C_tani_rep1_VH22-0262_104","1","1","104","4","5","test","","1","0","1","250","48.3125","15.46","3","49","4","1","250","4","3","0","1","24","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691486","VH22-0263","","plot","6692100","202307DMF1C_tani_rep1_VH22-0263_189","1","1","189","12","8","test","","1","0","1","250","19.09375","6.11","2","29","4","1","250","4","3","2","1","25.15455696","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691487","VH22-0264","","plot","6691647","202307DMF1C_tani_rep1_VH22-0264_187","1","1","187","14","8","test","","","","","","0","","","","4","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691488","VH22-0266","","plot","6692015","202307DMF1C_tani_rep1_VH22-0266_281","1","1","281","20","12","test","","1","0","1","170","18.75","6","2","31","4","1","250","3","1","0","1","25.5","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691489","VH22-0267","","plot","6691938","202307DMF1C_tani_rep1_VH22-0267_92","1","1","92","9","4","test","","1","0","1","220","27.734375","8.875","2","36","4","1","220","3","3","0","0.75","31.81853583","1"," (Operator: lizbethpino, Time: )"
